,ENROLMENT RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2804,MEDAK                                             ,136137,54204,2977,0,228,4523,79506,0,57953,43270,231,0,0,11086,31455,0,127040,51387,2977,0,228,3479,71550,0,27497,30478,231,0,0,8076,14275,0,75224,54279,52803,50641,49952,49584,48664,46970,76877,54671,52788,51427,51497,47374,46988,45121,74736,60005,55813,53460,53657,48966,46716,43967,70332,59979,58583,54408,53453,51089,50155,44862,63610,57633,56345,54845,52465,50013,49819,46317,54359,29294,26607,14761,29583,14104,9230,4036,0,0,100.31,0,0,78.92,0,0,170.25,0,0,129.54,97009,48938,2019,0,83,211107,30417,28074,27389,26713,25614,24775,24930,23195,597,611,487,514,539,247,226,193,365,450,414,347,388,221,203,178,483549,239891,139556,57875,1241,0,0,1915,70049,49227,34124,1967,0,228,14504,36874,9205,9161,0,0,0,120,4246,932,127,100,72,57,46,26,6,35691,16482,17348,8712,161570,86493,79117,43554,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2808,NALGONDA                                          ,131659,34546,6940,0,82776,138,115,0,100719,40868,453,0,55384,1623,1422,0,122064,32385,4701,0,70862,0,115,0,45723,25198,283,0,24351,146,465,0,79229,60123,59267,58267,58141,56076,58338,56695,78180,59344,57659,57114,58647,54040,53761,53220,78238,63908,59070,57503,59367,56860,55860,52439,77188,63032,60531,56720,57112,56319,56935,52104,70479,61445,59497,57110,55229,54448,55789,52693,62124,34114,30676,17167,49169,23280,19777,9186,0,0,103.35,0,0,81.03,0,0,175.99,0,0,132.33,115110,37247,5208,0,67533,226803,33540,29594,28848,27741,26943,26738,27352,26047,1006,963,961,709,717,451,460,415,747,794,755,561,572,425,378,411,517229,266071,158620,44133,1084,0,87419,146,541,74667,34268,8189,0,50668,1710,1325,2606,773,0,0,541,0,0,988,86,67,57,44,217,214,209,15734,7895,7710,3976,162256,91076,78610,45088,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2819,NELLORE                                           ,110612,37382,7798,0,57760,0,54,0,43097,38219,5730,0,28487,1330,2651,0,101277,35757,7593,0,49140,0,54,0,21105,23304,3843,0,14112,512,677,0,46518,44178,44336,43861,40220,39042,38468,33388,48832,44218,44345,43479,44607,38071,37191,33868,51493,49762,46172,44533,44904,42173,36526,32551,47920,49450,48118,44136,44143,41045,41049,32959,46411,45318,47107,45032,42601,40274,40083,37043,56511,31258,27602,15350,34307,16600,8979,4430,0,0,95.37,0,0,73.41,0,0,166.56,0,0,119.4,77094,38264,7532,0,43166,167836,22297,21870,23049,22197,20787,19655,19645,18336,461,538,605,543,495,199,201,132,367,435,479,402,445,191,209,120,395521,190931,114802,42491,1067,0,50250,0,104,37756,36806,14581,0,37267,1330,2601,4088,432,294,0,0,0,0,154,87,87,93,182,160,110,156,21977,10403,10783,5153,87526,47981,42879,23963,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2802,NIZAMABAD                                         ,94628,28461,5656,0,62560,0,119,0,73255,45479,0,0,41244,0,2546,0,84192,26549,5345,0,56239,0,119,0,37194,33118,0,0,19631,0,1418,0,53115,48205,46804,45584,45220,43824,44875,41689,52136,49382,47780,45907,46077,42063,43070,41503,51694,48288,47749,46470,45901,42942,41273,39445,52893,48523,47638,46467,45699,43268,42355,38436,49325,45985,46181,45374,45516,43690,43067,39983,34459,19028,16699,9439,24776,11848,11513,5508,0,0,105.55,0,0,81.97,0,0,188.19,0,0,135.84,83862,35748,2840,0,52243,175790,23561,22225,22531,22158,22082,21773,21482,19978,491,326,349,390,430,233,306,227,394,254,263,258,317,187,236,233,414304,210025,96657,32875,533,0,58308,0,96,55165,32235,4992,0,37309,0,2341,19847,8692,131,0,8375,0,119,368,278,233,234,165,183,103,38,46035,21177,23557,11381,118374,67043,56604,33296,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2818,PRAKASAM                                          ,149396,44275,6889,0,64465,0,250,0,61259,29787,3192,0,40018,0,1459,0,139363,42071,5494,0,57106,0,250,0,36090,15463,1127,0,22290,0,119,0,61474,57998,55540,51871,48290,43048,41024,35552,61557,56710,54633,52155,50313,41495,40130,35398,70103,66831,61793,58461,57932,48850,44466,39105,68506,66038,63975,58679,57606,50355,47866,38798,64868,62069,61735,58787,55569,50177,48558,42456,84968,36603,41569,17904,21280,10310,5528,2673,0,0,101.19,0,0,71.28,0,0,168.54,0,0,104.38,110022,41619,10080,0,52219,215622,31038,29772,29804,28778,27048,24544,23908,20730,862,949,919,739,574,258,238,186,649,658,714,541,489,225,211,171,504734,206759,175709,59390,3339,0,67667,20,156,44885,26224,17370,0,39413,2141,1723,5310,690,0,0,70,0,0,130,47,44,23,18,107,103,75,19490,8817,9750,4365,112803,52823,55095,25961,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2806,RANGAREDDI                                        ,149989,35973,11207,0,82977,0,84,0,245191,83912,10520,0,152430,1046,6756,0,97955,29044,3695,0,56522,0,84,0,63128,30854,2805,0,36324,636,2918,0,120244,103245,99952,97273,93108,90879,89154,80695,128177,110236,106037,101396,99446,94169,91747,82206,127359,112168,106067,102919,101787,97407,91944,78703,117691,108281,103813,97546,95879,100558,97181,84269,117397,106788,103879,99579,95892,96839,95354,86090,92682,46815,45335,22815,45256,21742,19597,9030,0,0,113.12,0,0,93.65,0,0,188.45,0,0,142.54,195778,63882,11234,0,112645,387065,56521,51421,50567,48530,46256,46375,45926,41469,972,796,691,549,678,165,180,164,676,635,534,407,524,152,182,157,872214,423565,243278,83775,20972,0,167888,1046,6580,149438,42904,1228,0,65334,0,166,11158,4901,871,0,2216,0,0,623,336,313,338,314,319,321,197,51912,21139,25557,10577,239030,126492,116306,61477,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2811,SRIKAKULAM                                        ,107456,59517,8614,0,65554,601,319,0,35330,32195,436,0,21051,3430,599,0,100588,58224,8374,0,58176,601,319,0,25468,23134,276,0,15383,2392,471,0,47071,45869,46569,44798,42495,39279,38849,34689,48801,46667,45588,45796,45176,39436,38034,35373,48172,47960,46103,44382,45472,42055,38206,35352,45187,45520,45863,43911,43359,42470,41205,35890,42338,43593,45293,45135,44111,41398,42003,39458,20574,11718,10039,5762,17448,8375,7995,3911,0,0,97.72,0,0,82.35,0,0,161.19,0,0,121.01,71528,45139,5857,0,42962,167346,20376,21054,21916,21851,21499,20342,20847,19461,295,339,424,458,410,234,215,200,234,318,353,329,315,217,159,151,363653,180550,110790,67351,3987,0,60426,656,419,30574,23425,5579,0,25572,3375,585,4617,3436,0,0,2468,0,69,559,554,591,553,628,519,629,463,703,238,321,135,162931,91482,79205,45305,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2813,VISAKHAPATNAM                                     ,154266,48253,13526,0,91881,578,132,0,72059,65506,27578,0,49101,6807,3305,0,127882,46090,5193,0,70923,186,132,0,25246,28811,3427,0,12478,1604,1002,0,79932,72506,68133,65277,61289,58240,57246,51970,80386,74561,69217,67979,66674,58420,56044,51760,80894,78628,71488,69198,70183,63569,58730,52682,75908,73433,71756,67616,68067,63404,61800,52653,75021,69486,71760,69591,67714,63391,62636,57583,26016,14810,12880,7351,88441,43761,28668,12888,0,0,100.73,0,0,77.71,0,0,167.29,0,0,118.69,113720,54228,20368,0,70080,262953,36416,34598,35158,34100,33279,30446,30735,28221,593,667,637,582,720,326,343,290,399,502,513,464,542,241,288,294,587203,280438,165271,58699,4444,0,79089,546,298,60811,57618,36788,0,62916,6839,3139,623,0,0,0,62,0,0,934,846,829,868,827,985,943,992,3470,1781,1708,873,150517,86035,74222,42876,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2812,VIZIANAGARAM                                      ,101528,32294,9305,0,57870,0,0,0,37926,27321,1304,0,22584,0,557,0,93005,31534,6340,0,49995,0,0,0,18023,16308,1304,0,7952,0,436,0,43424,43853,41941,40825,38392,34831,33582,29884,44548,42621,41920,40093,39823,33425,32807,30721,42648,43212,41229,40275,39721,35825,31949,30823,38011,40361,40491,38411,38243,35925,35143,30295,36038,35489,38549,38776,36989,36005,35243,33600,20154,11214,9886,5544,27415,13386,11740,5542,0,0,97.07,0,0,82.07,0,0,157.2,0,0,113.81,69167,27854,5798,0,39703,142753,17553,17357,18623,18983,18386,17735,17511,16605,273,315,399,406,369,181,156,137,184,247,278,268,276,142,147,131,300968,145403,113075,42889,5002,0,55805,0,137,26213,16726,5607,0,24649,0,420,121,0,0,0,0,0,0,0,0,0,0,0,1,0,1,205,127,86,62,124399,72572,60995,36403,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2809,WARANGAL                                          ,113043,35194,11543,0,74391,0,0,0,116712,47984,1363,0,69944,0,2208,0,104140,33312,10316,0,68821,0,0,0,71526,37597,180,0,40100,0,1776,0,80420,60928,61396,62548,62178,59825,61104,58621,81203,58422,60210,60893,63915,59289,58370,55842,82546,63008,60474,61813,65078,62624,61055,56785,82082,63507,61214,59425,63274,61125,62266,56459,74328,59338,58852,56944,57861,57649,60039,57433,59465,34737,28665,17676,69470,33815,30658,14988,0,0,110.41,0,0,84.32,0,0,179.91,0,0,133.24,112041,41061,7542,0,72543,234117,35321,28078,28350,27689,27761,28352,29923,28643,1016,803,707,561,603,354,352,274,758,587,539,406,495,299,332,297,500775,276738,137636,50070,2302,0,85179,0,216,92819,35387,12625,0,58759,283,1992,3403,1143,0,0,630,0,0,1235,231,191,199,302,306,299,294,15346,6801,7333,3489,145790,90725,69807,45336,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2815,WEST GODAVARI                                     ,132464,32258,3704,0,94314,0,438,0,69164,45304,7649,0,44635,1838,802,0,120937,29591,2396,0,82604,0,438,0,45254,32754,4580,0,24772,1631,437,0,57914,58759,60061,58929,56464,55426,54318,50866,56970,57203,57628,58142,59144,53854,52678,49644,63588,64674,63297,62478,64083,60586,55997,52063,61033,63618,62764,61096,61711,59006,59305,52630,56903,58501,59863,59288,58522,56153,56785,54217,74284,39590,36485,19752,11985,5767,5037,2387,0,0,97.18,0,0,81.3,0,0,161.64,0,0,123.29,103331,42977,7858,0,70276,225933,27411,28644,29253,28943,28711,27571,28078,27322,493,525,632,600,530,262,232,211,325,452,518,427,439,204,190,162,487492,253484,146840,36092,1454,0,80293,0,522,60736,54707,14528,0,61601,2144,718,501,46,0,0,50,0,0,568,499,486,475,463,350,339,268,5208,2513,2588,1294,130178,73764,63849,37052,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1216,Anjaw                                             ,1114,2412,513,160,0,0,108,189,0,0,0,0,0,0,0,0,1114,2412,513,160,0,0,108,189,0,0,0,0,0,0,0,0,1343,746,621,495,397,493,239,187,1241,683,665,536,458,408,319,206,1400,584,596,539,466,440,329,366,1131,579,474,551,456,498,343,359,820,608,625,553,592,499,460,339,0,0,0,0,2920,1380,1139,536,0,0,119.15,0,0,81.18,0,0,87.44,0,0,47.65,505,1161,249,160,0,2144,410,310,296,246,271,250,218,143,34,37,27,15,10,9,14,5,18,19,24,20,9,12,7,4,2347,762,1102,2412,513,160,0,0,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,2,8,3,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1212,CHANGLANG                                         ,9582,10035,1587,100,537,2781,300,0,1016,2691,1369,0,0,320,0,0,9045,8650,1278,0,537,2131,300,0,842,2580,1182,0,0,219,0,0,4879,3822,3430,3133,2783,2665,2389,2196,5007,4051,3724,3319,3134,2546,2412,2868,5374,4059,3731,3367,3200,2950,2620,2629,5486,4475,3970,3697,3432,3154,2897,2647,5420,4526,4060,3730,3473,3343,2991,2775,0,0,0,0,8463,4116,4091,1983,0,0,108.04,0,0,84.09,0,0,87.48,0,0,56.92,5038,5993,1274,100,246,14352,2555,2214,1875,1782,1639,1565,1422,1300,32,31,29,34,25,8,8,3,31,38,38,30,22,15,20,10,17174,6166,10598,12626,2956,100,537,3101,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,88,27,28,20,6,1,2,1,110,46,65,25,0,0,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1210,DIBANG VALLEY                                     ,583,415,0,0,163,91,0,0,87,0,0,0,0,0,0,0,583,415,0,0,163,91,0,0,87,0,0,0,0,0,0,0,402,210,193,175,139,141,139,115,463,212,160,159,151,162,112,137,382,153,176,145,145,168,124,100,343,159,140,142,131,165,133,118,387,138,151,118,123,146,124,152,0,0,0,0,736,365,308,152,0,0,106.88,0,0,76.31,0,0,106.88,0,0,59.13,320,198,0,0,86,649,183,66,68,61,62,72,65,72,21,35,25,26,16,5,8,8,29,22,26,21,12,9,6,6,917,327,670,415,0,0,163,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,12,9,7,5,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1203,EAST KAMENG                                       ,5506,6319,2399,308,116,1158,93,0,793,363,0,0,0,631,0,0,4840,3693,1726,308,0,1158,93,0,326,130,0,0,0,0,0,0,4193,2796,2071,1771,1531,1390,1075,942,4190,2855,2099,1805,1709,1522,1335,1042,4760,2951,2251,1870,1825,1662,1422,1307,5211,2936,2405,1871,1752,1637,1438,1266,4470,2841,2217,1891,1802,1602,1432,1431,0,0,0,0,12566,6275,4195,2216,0,0,108.52,0,0,62.33,0,0,108.09,0,0,59.77,3104,3362,1227,308,50,8937,2212,1405,1104,983,887,867,757,722,323,219,179,103,75,50,48,47,276,208,147,115,74,61,50,46,13168,4282,6267,6682,2134,288,116,1789,93,32,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,2,2,7,2,4,2,43,6,21,4,0,0,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1208,EAST SIANG                                        ,6727,9619,608,684,493,2489,530,0,299,4150,805,0,0,0,0,0,6372,6762,305,684,493,1920,316,0,299,2028,283,0,0,0,0,0,4378,4068,3775,3431,3340,2856,2515,2493,4585,3903,3680,3630,3288,2951,2731,2597,4715,3923,3673,3689,3344,2935,2691,2813,4956,4145,3602,3493,3438,2998,2833,2732,4154,3383,3083,3122,3147,3130,3281,3104,486,79,239,34,9946,4850,6828,3563,0,0,162.66,0,0,134.07,0,0,135.31,0,0,93.73,3397,6369,618,658,205,12884,1994,1668,1466,1437,1540,1594,1664,1521,92,164,130,104,75,48,34,44,144,122,93,71,86,45,45,41,14049,6652,7014,13636,1413,684,493,2489,530,0,133,0,0,0,0,0,12,0,0,0,0,0,0,14,1,11,10,4,0,0,18,120,20,51,10,443,171,191,88,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1214,KURUNG KUMEY                                      ,7778,10465,107,700,261,1275,111,0,344,1155,0,0,0,407,0,0,7778,10465,107,700,261,1275,111,0,344,1155,0,0,0,407,0,0,9732,6667,2044,1317,1111,1185,1005,715,6878,3194,2438,1728,1400,1261,1046,694,7224,4313,3199,2339,1850,1338,1110,756,6616,5437,3837,2897,2458,2210,1876,1322,5114,4459,3304,2436,2041,2003,1828,1418,0,0,0,0,17323,8367,5233,2746,0,0,121.99,0,0,59.87,0,0,93.24,0,0,41.49,3907,5536,63,700,116,11139,2484,2198,1561,1173,970,1033,963,757,107,129,83,54,23,24,14,13,92,88,59,52,30,22,16,11,13265,3637,8045,11590,107,700,261,1682,0,0,0,0,0,0,0,111,77,30,0,0,0,0,0,58,31,2,4,2,3,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1211,LOHIT                                             ,6218,12002,922,250,456,2838,55,0,2350,1666,456,0,0,1431,0,0,5778,9347,672,250,456,2192,55,0,1445,801,0,0,0,1319,0,0,5120,4347,3912,3553,3113,2575,2404,2994,4979,4353,3945,3644,3283,2968,2368,2683,5205,4028,3787,3669,3434,3073,2820,2904,5161,3958,3757,3674,3583,3326,3070,2764,4226,4050,3861,3488,3415,3390,3205,3009,23,7,11,2,5235,2564,3173,1695,0,0,102.17,0,0,89.25,0,0,100.36,0,0,83.55,4058,6453,582,250,227,13699,2024,1963,1816,1646,1633,1585,1558,1474,54,82,61,49,52,52,54,22,34,53,37,32,30,36,35,55,18703,8991,8568,13668,1378,250,456,4269,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,16,11,0,11,6,5,332,190,165,90,37,15,21,7,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1215,LOWER DIBANG VALLEY                               ,2661,5547,1194,190,251,714,96,0,774,976,290,0,0,603,0,0,2554,4504,362,190,70,714,96,0,576,976,0,0,0,603,0,0,3845,1763,1765,1473,1447,1191,1098,1085,3547,1708,1666,1576,1356,1333,1144,1064,3408,1741,1690,1524,1408,1350,1160,1078,3253,1782,1631,1539,1432,1368,1259,1163,2812,1919,1657,1558,1460,1372,1348,1170,0,0,0,0,4475,2181,2179,1131,0,0,144.22,0,0,97.2,0,0,141.6,0,0,86.53,1652,3110,652,190,154,6403,1349,930,761,744,699,666,664,590,40,37,63,65,60,48,25,26,14,35,51,43,49,30,26,24,9235,3463,3419,6368,1484,190,251,1317,96,16,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1205,LOWER SUBANSIRI                                   ,4086,7425,557,100,525,1417,290,0,1102,4184,1501,0,0,1891,0,0,3989,6402,0,100,525,1417,60,0,776,2905,1501,0,0,763,0,0,4239,2873,2462,2009,1820,1624,1493,1497,6779,2864,2408,2108,1982,1796,1765,1451,7136,2881,2331,2108,1950,1891,1810,1541,3928,3045,2648,2470,4649,1984,1831,1696,5621,3522,2856,2620,2426,2228,1988,1817,791,320,402,155,14184,6829,5117,2624,0,0,194.16,0,0,100.15,0,0,126.47,0,0,71.95,2497,5627,984,100,273,11233,2734,1687,1349,1265,1173,1114,1007,904,93,53,73,37,55,83,71,61,59,43,75,79,37,105,85,91,11103,4334,5041,10821,2058,100,525,3308,290,147,788,0,0,0,0,0,0,0,0,0,0,0,0,146,72,18,12,2,11,18,0,298,128,144,38,1785,468,840,208,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1204,PAPUM PARE                                        ,15449,16160,5832,250,614,4490,370,0,748,5686,1732,0,0,3981,0,0,11295,9382,587,250,0,3113,226,0,640,2355,0,0,0,990,0,0,16234,6467,5594,4635,4076,5663,4950,3170,15369,6926,6143,5417,4991,6410,6204,4957,14761,7064,5997,5548,5003,4902,4853,4705,15281,7052,6056,5510,5153,5044,4765,4458,13443,7304,6552,5975,5457,6234,5489,4981,566,195,221,85,30460,15248,12750,6590,0,0,195.68,0,0,130.63,0,0,148.66,0,0,105.07,8027,11068,3778,250,315,27656,6606,3628,3205,3028,2696,3180,2803,2510,97,145,201,251,299,245,188,123,119,183,247,266,284,234,181,137,29424,13435,16198,21942,7564,250,614,8471,370,26,0,0,0,0,0,0,0,0,0,0,0,0,0,393,119,71,58,38,33,14,14,524,125,239,66,431,226,215,116,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1201,TAWANG                                            ,1478,2858,704,100,107,419,245,0,17,656,203,0,0,0,0,0,1345,2589,704,100,107,419,245,0,17,223,203,0,0,0,0,0,1457,1003,939,809,632,835,724,516,1752,1107,915,781,730,620,580,597,1918,1063,877,820,699,650,597,618,1964,996,886,774,758,642,656,591,1292,1041,836,774,747,756,682,659,17,12,7,6,4124,2247,1806,1118,0,0,102.99,0,0,70.44,0,0,75.65,0,0,48.14,837,1902,410,100,53,3770,659,545,443,424,444,446,417,392,48,34,33,14,38,30,24,11,44,26,38,37,44,39,26,38,3445,1433,1495,3514,907,100,107,419,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,2,0,0,0,0,32,8,15,3,52,33,27,15,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1213,TIRAP                                             ,7457,7658,1943,360,451,1671,0,0,1428,2247,0,0,0,844,0,0,7182,6307,739,360,451,858,0,0,1048,1094,0,0,0,482,0,0,5092,4039,3460,2825,2264,1964,1920,1707,4367,3620,3256,2789,2605,2220,1732,1658,4540,3435,3197,2818,2696,2412,1966,1644,4534,3471,3273,2937,2690,2508,2187,1783,4549,3652,3289,2969,2801,2590,2207,2002,44,3,21,1,16398,7782,6349,2889,0,0,110.27,0,0,75.45,0,0,108.8,0,0,54.2,4251,4508,747,360,155,11276,2158,1756,1531,1425,1313,1218,1008,867,168,30,48,41,41,5,5,2,61,39,47,47,32,7,3,1,17029,4884,8885,9905,1943,360,451,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,34,44,16,15,23,6,1,69,48,35,15,45,19,25,3,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1209,UPPER SIANG                                       ,3080,2213,0,520,738,394,116,0,839,1106,0,0,0,0,0,0,2856,1744,0,520,570,394,116,0,747,903,0,0,0,0,0,0,4037,1720,1770,1565,1390,1344,1179,1061,4304,2008,1824,1718,1240,1468,1427,992,2690,1226,1143,1001,1154,922,790,738,1864,1138,1100,1041,955,1117,921,699,1770,1207,1044,987,971,1045,1111,871,124,109,56,64,5109,2526,2646,1421,0,0,145.47,0,0,117.55,0,0,112.53,0,0,86.95,1944,1499,0,505,366,4542,840,583,538,495,472,581,573,460,20,9,7,4,7,11,5,4,13,11,9,12,9,9,8,9,4625,2239,3919,3319,0,520,738,394,116,0,133,0,0,0,0,0,12,0,0,0,0,0,0,14,5,3,4,2,7,5,8,12,6,4,0,164,11,70,5,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1206,UPPER SUBANSIRI                                   ,8526,10922,208,600,470,2297,105,0,617,2405,0,0,0,499,0,0,8210,6410,208,600,470,2297,105,0,138,1059,0,0,0,0,0,0,9946,3644,2639,1987,1950,1538,1304,1310,8986,4388,2666,2274,1959,1886,1548,1402,8708,3851,2830,2179,1940,2197,1825,1527,7316,4179,3161,2621,2231,2248,2130,2062,6959,4330,3162,2711,2466,2600,2265,2156,0,0,0,0,19083,9382,6753,3631,0,0,181.96,0,0,101.18,0,0,177.45,0,0,85.31,4390,6580,111,600,232,13391,3338,2182,1552,1332,1232,1413,1183,1159,183,162,104,69,42,36,26,33,92,121,98,63,48,36,19,24,19141,5920,9100,13327,208,600,470,2796,105,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,12,3,5,2,0,1,0,0,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1202,WEST KAMENG                                       ,3023,6029,1561,0,43,1014,201,0,843,1267,481,0,0,793,0,0,2944,4970,1561,0,0,770,201,0,807,1101,481,0,0,597,0,0,2799,2320,2232,2005,1839,1707,1399,1390,2756,2423,2292,2265,1990,1753,1594,1346,2516,2106,2014,1900,1720,1667,1444,1390,2636,2125,1929,1776,1746,1662,1583,1404,2854,2267,2028,1792,1750,1551,1509,1514,188,8,84,4,7045,3539,3125,1645,0,0,120.48,0,0,83.83,0,0,93.19,0,0,56.93,2073,3695,992,0,21,7689,1447,1118,1039,863,838,801,802,781,52,57,51,30,36,24,24,23,48,48,57,49,41,25,27,36,8270,3106,3876,7296,2042,0,43,1807,201,0,133,0,0,0,0,0,12,0,0,0,0,0,0,73,45,18,10,14,9,7,0,35,17,11,7,77,32,42,11,,,,,,,,,,,,,,,,
12,ARUNACHAL PRADESH                                 ,1207,WEST SIANG                                        ,5972,7717,3378,274,472,3025,0,0,1478,3883,0,0,18,2133,0,0,5432,6273,1596,274,472,2607,0,0,1094,2396,0,0,0,1937,0,0,6824,5150,4579,3850,3524,3263,2828,2735,7419,5012,4317,3932,3748,3403,2991,2908,6943,4948,4628,4114,3898,3408,2947,2988,7336,4907,4390,4036,3805,3221,3031,3155,5442,4107,3592,3202,3167,2978,2946,2916,0,0,0,0,16550,8366,7587,3840,0,0,158.84,0,0,107.09,0,0,147.57,0,0,99.03,3721,5792,1718,274,217,14279,2678,2032,1797,1696,1611,1548,1486,1431,75,74,84,62,55,54,64,54,53,61,58,52,42,50,57,45,18126,8175,7450,11600,3378,274,490,5158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
18,ASSAM                                             ,1824,BAKSA                                             ,76173,4480,0,22646,2967,0,5277,0,1054,4567,1349,23097,80,3708,0,0,76088,4480,0,22646,2967,0,5277,0,1054,4567,1349,22886,80,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29287,22943,21484,20053,18830,20897,19622,20563,26844,22451,21088,20216,18905,19490,20517,20081,12918,6769,6493,3532,40885,20524,24159,12283,0,0,112.61,0,0,99.76,0,0,98.04,0,0,75.93,50858,4114,689,24359,1176,85492,13429,11269,10552,10198,9486,9846,10423,10289,294,235,243,264,147,145,109,72,162,132,129,114,96,71,61,48,95333,45732,71547,7106,911,32778,1820,1905,3378,28253,1710,385,13347,1227,1129,1720,207,659,53,0,0,1052,216,947,642,562,567,551,478,505,573,12889,4895,6472,2631,25045,13118,12501,6596,,,,,,,,,,,,,,,,
18,ASSAM                                             ,1805,BARPETA                                           ,169904,6284,271,39676,9315,845,10226,0,5704,8475,608,33214,895,13921,2114,0,163713,5255,0,38432,8171,845,7921,0,5485,7284,251,32166,895,7973,2114,0,78849,59162,48705,45978,47580,45963,42689,27470,56889,46269,41768,37597,44811,42026,41413,31558,68276,54783,48349,44199,45919,42631,40352,33954,60004,45616,39670,35683,33860,36668,33206,33029,58376,51633,44773,39484,35618,36928,35170,32750,10780,7100,5366,3611,3248,1633,2317,1194,0,0,103.7,0,0,86.36,0,0,98.16,0,0,70.52,105071,6026,377,41088,4492,169543,28002,25448,22544,19875,18003,19534,18705,17432,654,550,484,427,429,243,210,182,513,341,324,298,287,163,154,163,217601,85616,204692,14335,608,72470,9842,11366,12126,185,284,0,0,51,3242,0,1523,140,0,933,65,158,285,1112,459,345,261,200,539,423,377,168732,69070,83845,37460,9144,6696,4480,3423,,,,,,,,,,,,,,,,
