,BASIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2344  ,SEONI                                             ,8,80,1544,3257,1378876,176496.13,11.9,984,954,18.2,9.48,37.69,73.01,64.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2316  ,SHAHDOL                                           ,5,57,862,2527,1064989,154423.41,20.6,968,946,17.27,8.42,44.65,68.36,58.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2322  ,SHAJAPUR                                          ,8,63,1137,3092,1512353,213241.77,19.4,939,913,17.17,23.4,2.5,70.17,56.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2301  ,SHEOPUR                                           ,3,34,598,1390,687952,115575.94,15.6,902,888,22.96,15.76,23.47,58.02,44.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2306  ,SHIVPURI                                          ,8,80,1627,3454,1725818,281308.33,17.1,877,889,22.74,18.63,13.2,63.73,49.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2317  ,SIDHI                                             ,5,79,941,2700,1126515,189254.52,8.3,952,910,23.66,11.55,27.8,66.09,55.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2350  ,SINGRAULI                                         ,3,54,706,2292,1178132,203816.84,19.3,916,921,28.03,12.79,32.59,62.36,49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2308  ,TIKAMGARH                                         ,6,64,849,2695,1444920,223962.6,17.3,901,886,20.11,25.02,4.7,62.57,50.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2321  ,UJJAIN                                            ,7,60,1197,3318,1986597,264217.4,39.2,954,919,16.11,26.37,2.45,73.55,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2315  ,UMARIA                                            ,3,33,594,1355,643579,99754.75,17.2,953,946,24.73,9.02,46.64,67.34,56.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MADHYA PRADESH                                    ,2331  ,VIDISHA                                           ,7,70,1417,3132,1458212,230397.5,23.3,897,922,20.03,20.03,4.63,72.08,61.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2726  ,AHMADNAGAR                                        ,15,261,1585,4884,4543083,537446.72,20.1,934,839,12.43,12.63,8.33,80.22,71.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2705  ,AKOLA                                             ,8,102,853,1573,1818617,206049.31,39.69,942,900,11.6,20.07,5.53,87.55,81.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2707  ,AMRAVATI                                          ,15,167,1467,2564,2887826,299756.34,35.9,947,927,10.77,17.53,13.99,88.23,83.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2719  ,AURANGABAD (MAHARASHTRA)                          ,11,138,1424,3471,3695928,516690.73,43.74,917,848,27.33,14.57,3.87,80.4,70.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2710  ,BHANDARA                                          ,7,63,752,1227,1198810,122878.03,19.5,984,939,5.52,16.69,7.41,85.14,77.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2727  ,BID                                               ,12,167,1794,3151,2585962,344191.54,19.9,912,801,19.65,13.59,1.27,73.53,62.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2704  ,BULDANA                                           ,13,140,1213,2184,2588039,324281.29,21.23,928,842,15.93,18.21,4.83,82.09,72.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2713  ,CHANDRAPUR                                        ,15,140,1537,2278,2194262,223814.72,35.08,959,945,5.95,15.8,17.67,81.35,73.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2702  ,DHULE                                             ,5,89,897,1929,2048781,261424.46,27.91,941,876,19.96,6.22,31.56,74.61,66.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2712  ,GADCHIROLI                                        ,12,103,1541,1943,1071795,115110.78,11,975,956,10.46,11.25,38.71,70.55,60.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2711  ,GONDIYA                                           ,8,89,974,1488,1322331,136067.86,17.07,996,944,10.13,13.31,16.2,85.41,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2716  ,HINGOLI                                           ,5,68,765,1107,1178973,161047.71,15.17,935,868,19.43,15.51,9.51,76.04,64.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2703  ,JALGAON                                           ,16,172,1437,3053,4224442,513692.15,31.8,922,829,14.71,9.2,14.29,79.73,70.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2718  ,JALNA                                             ,8,107,1129,2018,1958483,281434.01,19.26,929,847,21.84,13.9,2.16,73.61,61.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2734  ,KOLHAPUR                                          ,13,190,1299,3159,3874015,395149.53,31.75,953,845,9.96,13.02,0.78,82.9,74.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2728  ,LATUR                                             ,12,126,1194,2260,2455543,307679.54,25.47,924,872,18.04,19.6,2.34,79.03,70.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2722  ,MUMBAI (SUBURBAN)                                 ,12,155,42,2368,9332481,877253.21,0,857,910,8.01,6.23,1.12,90.9,86.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2723  ,MUMBAI II                                         ,7,40,28,1212,3145966,262373.56,0,838,874,-5.75,7.13,0.81,88.48,86.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2709  ,NAGPUR                                            ,18,200,1794,3612,4653171,481603.2,68.3,948,926,14.39,18.65,9.4,89.52,85.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2715  ,NANDED                                            ,17,180,1637,3310,3356566,444409.34,27.23,937,897,16.7,19.06,8.38,76.94,66.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2701  ,NANDURBAR                                         ,6,103,1207,2016,1646177,231287.87,16.72,972,932,25.5,2.91,69.28,63.04,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2720  ,NASHIK                                            ,18,288,2035,4905,6109052,805173.05,42.53,931,882,22.33,9.08,25.62,80.96,73.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2729  ,OSMANABAD                                         ,8,81,764,1535,1660311,199569.38,16.96,920,853,11.69,16,2.17,76.33,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2717  ,PARBHANI                                          ,10,87,872,1717,1835982,251896.73,31.04,940,866,20.18,13.47,2.21,75.22,64.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2725  ,PUNE                                              ,20,386,1921,6344,9426959,1067131.76,60.89,910,873,30.34,12.52,3.7,87.19,81.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2724  ,RAIGARH (MAHARASHTRA)                             ,15,237,1789,3568,2635394,290420.42,36.91,955,924,19.36,5.12,11.58,83.89,76.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2732  ,RATNAGIRI                                         ,9,255,1459,3105,1612672,149494.69,16.35,1123,940,-4.96,4.15,1.26,82.43,74.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2735  ,SANGLI                                            ,11,150,773,2609,2820575,295032.15,25.51,964,862,9.18,12.51,0.65,82.62,74.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2731  ,SATARA                                            ,11,227,2036,3576,3003922,307601.61,18.98,986,881,6.94,10.76,0.99,84.2,76.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2733  ,SINDHUDURG                                        ,8,144,723,1680,848868,68673.42,12.6,1037,910,-2.3,6.54,0.82,86.54,79.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2730  ,SOLAPUR                                           ,13,230,1206,4365,4315527,519589.45,32.4,932,872,12.1,15.05,1.8,77.72,68.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2721  ,THANE                                             ,20,346,2194,6407,11054131,1256854.69,76.92,880,918,35.94,6.6,13.95,86.18,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2708  ,WARDHA                                            ,8,92,876,1379,1296157,124560.69,32.47,946,916,4.8,14.52,11.49,87.22,81.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2706  ,WASHIM                                            ,6,74,683,1201,1196714,147435.16,17.69,926,859,17.23,19.17,6.72,81.7,72.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2714  ,YAVATMAL                                          ,16,192,1756,2981,2775457,320565.28,21.59,947,915,12.9,11.85,18.54,80.7,72.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1404  ,BISHNUPUR                                         ,2,10,108,349,240363,29829.05,36.73,1000,1000,15.36,9.32,1.39,76.35,67.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1409  ,CHANDEL                                           ,4,15,312,350,144028,16491.21,11.74,932,932,21.72,0.38,88.97,70.85,63.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1403  ,CHURACHANDPUR                                     ,6,19,393,571,271274,34478.93,6.4,969,969,19.03,0.16,92.94,84.29,80.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1407  ,IMPHAL EAST                                       ,3,23,219,636,452661,60747.11,40.28,1011,1011,14.63,3.47,6.06,82.81,75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1406  ,IMPHAL WEST                                       ,3,44,186,584,514683,58262.12,61.9,1029,1029,15.82,3.19,4.66,86.7,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1401  ,SENAPATI                                          ,6,30,513,839,354972,45436.42,2.1,939,939,25.16,0.37,79.76,75,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1402  ,TAMENGLONG                                        ,4,32,247,382,140143,18078.45,11.22,953,953,25.69,0.02,95.72,70.4,63.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1405  ,THOUBAL                                           ,2,12,145,558,420517,66946.31,35.48,1006,1006,15.48,9.62,0.43,76.66,67.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MANIPUR                                           ,1408  ,UKHRUL                                            ,5,40,242,425,183115,22962.62,14.32,948,948,30.07,0.14,94.35,81.87,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1702  ,EAST GARO HILLS                                   ,5,77,1022,1495,317618,57075.95,13.93,968,975,26.75,0.16,95.99,75.51,71.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1706  ,EAST KHASI HILLS                                  ,9,106,827,2399,824059,134404.02,44.42,1008,961,24.68,0.68,80.05,84.7,84.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1707  ,JAINTIA HILLS                                     ,5,82,476,1699,392852,86663.15,7.25,1008,969,31.34,0.33,95.19,63.26,66.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1705  ,RI BHOI                                           ,3,52,570,1111,258380,51546.81,9.74,951,956,34.02,0.23,88.89,77.22,75.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1703  ,SOUTH GARO HILLS                                  ,4,51,644,1006,142574,27402.72,9.15,944,973,41.19,0.22,94.31,72.39,67.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
